Date,gdp,cpi,cpi_core,mmr,neer,eur_tnd,usd_tnd,gdp_ea,cpi_ea,nr_ea,wp_oil,cpi_freshfood,cpi_administ,cpi_core1,cpi_food,cpi_energy,cpi_core2,fisc_bal,gdp_agriculture
2011Q4,20444.1982777221,84.623555367483,85.6237563607339,3.23685304659498,114.525353521491,1.9556,1.45156666666667,2416626,96.7166666666667,1.49554473304473,208.616549245376,79.592114692854,88.5354407110111,83.9696394659877,81.7943287915623,85.6732475613072,85.6237563607339,-17.2435464992244,1777.88243727286
2012Q1,20669.0357846698,85.4521471494939,86.1225825973849,3.35196143863552,112.541046909456,1.9784,1.50833333333333,2410576.3,96.9166666666667,1.04298917748918,226.224971771179,82.7874186458959,88.6412080781652,84.619433256798,83.68695243516,85.6982389196966,86.1225825973849,4.73216282710803,1808.38590086877
2012Q2,20888.0586266795,86.1021168976852,87.0266295313941,3.67539068100358,110.177327542801,2.01146666666667,1.5671,2404425.2,98.2466666666667,0.696388744588745,207.827732629335,82.66011272855,88.8009012455175,85.6449057622434,83.8702185621056,85.736364451604,87.0266295313941,-2.21362254629807,1855.34955699648
2012Q3,21224.4874615483,87.3605475741712,88.1682620250186,3.87666666666667,109.917131360269,2.0055,1.60213333333333,2401298.3,98.13,0.358578919631094,209.837942715373,85.2949160415674,89.7414967044237,86.754721699121,85.4728247349939,86.8241315609956,88.1682620250186,-2.449057993053,1891.63762055474
2012Q4,21447.0250319644,88.6782644794789,89.2362465524473,4.10322580645161,108.990136081837,2.0382,1.57,2391510.8,98.9433333333333,0.195128909229596,210.766710666518,87.2126098961842,91.1487165765866,87.9083760940105,87.1722428212541,89.01174050459,89.2362465524473,-20.1152136537091,1917.66643014796
2013Q1,21286.1020725498,89.9770509647672,90.0218010405677,4.21333333333333,108.381106757723,2.0677,1.56546666666667,2382298.9,98.7166666666667,0.211436363636364,215.416911846562,90.896732116061,91.8205517590395,88.9827441369316,89.7825049944815,90.2609469932462,90.0218010405677,-3.78431473918213,1718.01519493343
2013Q2,21503.4610571382,91.0609652912959,91.1292476138012,4.70905376344086,105.581926780293,2.1226,1.62446666666667,2395159.9,99.6266666666667,0.206794011544012,196.580734426438,91.2774683401143,93.2130039083182,90.0789561290679,90.418068321526,92.7005300706839,91.1292476138012,2.9698745917502,1754.48675407937
2013Q3,21640.9696582488,91.8605381138388,92.0947738285547,4.73316,102.712144266573,2.18896666666667,1.6526,2402479.8,99.44,0.223512171403476,210.117845385582,91.5052650240795,93.6944499934652,91.1362403735064,91.0181207863778,92.7333329618154,92.0947738285547,-4.96021635039887,1790.40199382441
2013Q4,21844.7710666018,93.1720829032266,93.1100880305522,4.71481362007168,100.392570880932,2.25523333333333,1.6561,2409335.2,99.7433333333333,0.240902346445825,208.775584853448,94.4718779066432,93.8365158865371,92.6118149808761,93.4406882912833,92.7819591518443,93.1100880305522,-20.1370126887382,1838.21696283708
2014Q1,22033.0402590198,93.9130810820359,93.9002519052072,4.70508832565284,103.280044025244,2.1959,1.6026,2418951.4,99.35,0.295159595959596,205.97655815137,93.9438785463292,94.8173641682593,93.5129896183641,93.8087980160586,94.3896764851003,93.9002519052072,1.67555731332054,1869.67565255674
