"Variables ->","l_y","dl_y","l_cpi","l_cpi_core","l_cpi_ncore","w_core","dl_cpi","dl_cpi_core","dl_cpi_ncore","dl_cpi_tar","i","l_s","dl_s","il","il_ceil","l_cpif","dl_cpif","l_yf","dl_yf","if","l_rp_oil","l_rp_oil_tnd","l_rp_oil_gap","rf","def","aux_dl_cpi_core_short","l_z","r1","rf1","str_def","cyc_def","l_y_tnd0","l_y_gap0","l_y_tnd","l_y_gap","dl_y_tnd","g_y_tnd","l_yf_tnd0","l_yf_gap0","l_yf_tnd","l_yf_gap","dl_yf_tnd","l_z_tnd0","l_z_gap0","l_z_tnd","l_z_gap","dl_z_tnd","r_tnd0","r_gap0","r_tnd","r_gap","rf_tnd","rf_gap","prem","dpt","l_ny","dl_ny","l_py","dl_py","l_bc","dl_bc","l_bch","l_bcf","bc_to_ny","l_bc_to_ny","l_bch_to_ny","l_bcf_to_ny","l_bch_to_ny_tnd","l_bc_new","bc_new_to_ny","l_bc_new_to_ny","i_bc_new","i_bch_new","i_bcf_new","il_spread","il_spread_tnd","il_spread_gap","l_cpi_rel","l_cpi_rel_tnd","uuu"
"Comments ->","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Class[Size] ->","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","double[1-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]","Series[90-by-1]"
"2000Q1",940.9137950613462635,NaN,411.1693200556713350,414.1864078190077407,405.7906089977796000,0.6080000000000000,NaN,NaN,NaN,NaN,5.7136191370809115,23.1111720963386631,NaN,NaN,NaN,431.9619174545264855,NaN,1455.6679655286216075,NaN,3.5400000000000000,-31.4699294392464743,-48.6540910578916339,17.1841616186451596,NaN,8.6090536739221406,0.0000000000000000,43.9037694951937851,NaN,NaN,3.4141891301595315,5.1948645437626091,941.2177162176013780,-0.3039211562551145,941.2169986005296778,-0.3032035391834143,NaN,NaN,1456.2336936035526378,-0.5657280749310303,1456.2333189429832601,-0.5653534143616525,NaN,41.9629866271638434,1.9407828680299417,41.9634474754557161,1.9403220197380691,NaN,5.0253211679230816,NaN,5.0249530970399627,NaN,2.3047679756710902,NaN,-2.3026648790126090,0.0000000000000000,882.0287363313635751,NaN,-58.8850587299826884,NaN,966.0711275292559321,NaN,NaN,NaN,0.5793372801616744,-54.5870449140967793,NaN,NaN,-52.0120140429969311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.3957988212281407,-7.2109667684191683,0.0000000000000000
"2000Q2",941.8813638961314609,3.8702753391407896,411.0709916308364882,414.4403762094837589,404.7505224565911703,NaN,-0.3933136993393873,1.0158735619040726,-4.1603461647537188,NaN,5.7136191370809115,23.9016900470499927,3.1620718028453183,NaN,NaN,432.2674640223610254,1.2221862713381597,1456.5809419008164696,3.6519054887794482,4.2599999999999998,-37.3988976006146743,-47.4445292544462802,10.0456316538316059,3.0378137286618401,-2.3484314690896602,0.0000000000000000,45.0981624385745477,6.1069328364202988,3.0378137286618401,3.3240328436148920,-5.6724643127045518,941.9289376441397508,-0.0475737480082898,941.9283085223293028,-0.0469446261978419,2.8452396871985002,2.8452396871985002,1456.6218845025537121,-0.0409426017372425,1456.6216282267612314,-0.0406863259447618,1.5532371351118854,43.2182325997485535,1.8799298388259942,43.2191599755510865,1.8790024630234612,5.0228500003814815,4.8655206353309408,1.2414122010893580,4.8651571450193858,1.2417756914009130,2.1732658168151100,0.8645479118467301,-2.3358094772265923,0.0000000000000000,884.0123285977392698,7.9343690655027785,-57.8690352983921912,4.0640937263619890,969.9296633894606430,15.4341434408188434,NaN,NaN,0.5903019973027999,-52.7121013202677986,NaN,NaN,-52.1734381286486197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.6898537528925885,-7.0571680646317780,0.0000000000000000
"2000Q3",944.6306955665751275,10.9973266817746662,411.1856987306732094,414.7253217877502607,404.5309420857066698,NaN,0.4588283993468849,1.1397823130660072,-0.8783214835380022,NaN,5.7136191370809115,23.1111720963386631,-3.1620718028453183,NaN,NaN,433.1522502500114342,3.5391449106016353,1457.1194742336692798,2.1541293314112409,4.7400000000000002,-27.8674232097484484,-46.2242273499892562,18.3568041402408078,1.2008550893983649,3.0487046426112498,0.0000000000000000,45.0777236156769163,5.2547907377340266,1.2008550893983649,3.2371233474101038,-0.1884187047988539,942.6399691199554809,1.9907264466196466,942.6394289419168899,1.9912666246582376,2.8444816783503484,2.8444816783503484,1457.0097218215080375,0.1097524121612423,1457.0095841646552799,0.1098900690139999,1.5518237515761939,44.4746915616257894,0.6030320540511269,44.4760851769088035,0.6016384387681128,5.0277008054308681,4.7057201027388009,0.5490706349952257,4.7053611929988080,0.5494295447352187,2.0417636579591307,-0.8409085685607658,-2.3785023866473485,0.0000000000000000,886.2670013639141189,9.0186910646993965,-58.3636942026610086,-1.9786356170752697,973.3607878036243619,13.7244976566548758,NaN,NaN,0.5972876255780303,-51.5356496722787796,NaN,NaN,-52.3350338830250266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-10.1943797020435909,-6.9033812091649152,0.0000000000000000
"2000Q4",946.4280018022218428,7.1892249425868613,411.3002744040634298,415.0409786155049119,404.2610929015769443,NaN,0.4583026935608814,1.2626273110186048,-1.0793967365189019,NaN,5.7136191370809115,23.1111720963386631,0.0000000000000000,NaN,NaN,433.8988644982312621,2.9864569928793117,1457.7847550617098022,2.6611233121620899,5.0199999999999996,-22.1786699002919825,-44.9761667237252567,22.7974968234332742,2.0335430071206879,3.6304504842927900,0.0000000000000000,45.7097621905064670,5.2553164435200301,2.0335430071206879,3.1531621416895765,0.4772883426032135,943.3505909607334843,3.0774108414883585,943.3501410166886672,3.0778607855331757,2.8428482990871089,2.8428482990871089,1457.3968263912424845,0.3879286704673177,1457.3968079818268961,0.3879470798829061,1.5488952686864650,45.7347514582373478,-0.0249892677308807,45.7366101573305599,-0.0268479668240929,5.0420999216870257,4.5466954527723438,0.7086209907476864,4.5463413507853545,0.7089750927346756,1.9108018415480572,0.1227411655726307,-2.4320119360095660,0.0000000000000000,889.2248127153603718,11.8312454057850118,-57.2031890868614710,4.6420204631981505,975.8854000621079194,10.0984490339342301,NaN,NaN,0.5947057773108958,-51.9688487652414608,NaN,NaN,-52.4970088857303239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-10.7798857139279676,-6.7496443771959909,0.0000000000000000
"2001Q1",947.0361894365195212,2.4327505371907137,411.8386556702338339,415.4655409326203426,405.0986270218497225,NaN,2.1535250646816166,1.6982492684617227,3.3501364810911127,NaN,5.8080211076524719,24.6860077931525801,6.2993427872556680,NaN,12.1416679500000004,434.0813938839807520,0.7301175429979594,1458.8025048937597603,4.0709993281998322,4.7500000000000000,-38.7042480555128563,-43.6718557522713056,4.9676076967584493,4.0198824570020406,2.5508993879340198,0.0000000000000000,46.9287460068994733,3.6544960429708553,4.0198824570020406,3.0717329649072216,-0.5208335769732018,944.0618276861879394,2.9743617503315818,944.0614704456814934,2.9747189908380278,2.8453177159713050,2.8453177159713050,1457.7828876378416680,1.0196172559180923,1457.7829895847303305,1.0195153090294298,1.5447264116137376,47.0011771300588066,-0.0724311231593333,47.0034980186422757,-0.0747520117428024,5.0675514452468633,4.3895657372041237,-0.7350696942332684,4.3892171216516118,-0.7347210786807565,1.7803951421714435,2.2394873148305972,-2.4951662767129652,0.0000000000000000,891.5896391936523742,9.4593059131680093,-55.4465502428671471,7.0265553759772956,978.6468605702016248,11.0458420323748214,NaN,NaN,0.5970692669044108,-51.5722147354398501,NaN,NaN,-52.6595174240879658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-10.3669139107706201,-6.5960286538873438,0.0000000000000000
"2001Q2",947.2182961933647221,0.7284270273808033,412.7295662361786981,415.9507888128514423,406.8289939445894561,NaN,3.5636422637794567,1.9409915209243991,6.9214676909589343,NaN,5.8834785720892553,23.9016900470499927,-3.1372709844103497,NaN,12.1416679500000004,435.1567427189173145,4.3013953397462501,1458.8977254036776685,0.3808820396716328,4.5899999999999999,-37.9293907837951565,-42.2685543767298100,4.3391635929346535,0.2886046602537498,2.2804765724383702,0.0000000000000000,46.3288665297886268,2.3198363083097986,0.2886046602537498,2.9927178607310774,-0.7122412882927072,944.7766271978090344,2.4416689955556876,944.7763665909233168,2.4419296024414052,2.8595845809672937,2.8595845809672937,1458.1678374428092866,0.7298879608683819,1458.1680613467437979,0.7296640569338706,1.5402870480538695,48.2767177992734204,-1.9478512694847936,48.2794950826905591,-1.9506285529019323,5.1039882561931336,4.2358928959259137,-1.9160565876161151,4.2355511183031291,-1.9157148099933305,1.6506350476473270,-1.3620303873935773,-2.5663074038405886,0.0000000000000000,892.7837676630499573,4.7765138775903324,-54.4345285303147648,4.0480868502095291,981.2088898204370935,10.2481170009418747,NaN,NaN,0.6052926980307826,-50.2043139546020427,NaN,NaN,-52.8226785747466963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.1217948682619863,-6.4426454268146829,0.0000000000000000
"2001Q3",946.3430223260527328,-3.5010954692479572,413.4045929073653269,416.4026085422908636,407.9009665282398487,NaN,2.7001066847465154,1.8072789177576851,4.2878903346015704,NaN,5.8834785720892553,25.4642218373580747,6.2501271612323279,NaN,12.1139561499999999,435.5554314342766702,1.5947548614374227,1458.9972805635841269,0.3982206396258334,4.2699999999999996,-48.7645996470696517,-40.7204177833926693,-8.0441818636769824,2.6752451385625768,2.9104275328005702,0.0000000000000000,47.6150603642694250,3.1833718873427399,2.6752451385625768,2.9156733518435729,-0.0052458190430027,945.4997963731805157,0.8432259528722170,945.4996380138107952,0.8433843122419376,2.8930856915499135,2.8930856915499135,1458.5522449484333265,0.4450356151508004,1458.5525928383133305,0.4446877252707964,1.5381259662781304,49.5640774186124489,-1.9490170543430239,49.5673009513146567,-1.9522405870452317,5.1512234744963905,4.0867794502705870,-0.9034075629278471,4.0864467527712796,-0.9030748654285397,1.5230127253655132,1.1522324131970636,-2.6409465013686981,0.0000000000000000,894.6128624261000368,7.3163790522003183,-51.7301598999526959,10.8174745214482755,984.2820429313708246,12.2926124437349245,NaN,NaN,0.6128699272200263,-48.9602556067182846,NaN,NaN,-52.9865389275093079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.5016420140510149,-6.2896437924062871,0.0000000000000000
"2001Q4",946.5913164982788430,0.9931766889044411,414.1069102394969832,416.7285186623815889,409.2219461238079248,NaN,2.8092693285266250,1.3036404803629011,5.2839183822723044,NaN,5.7891478415777682,26.2364264467491068,3.0888184375641288,NaN,12.1139561499999999,435.9908829420263032,1.7418060309985322,1459.1155230747240239,0.4729700445595881,3.4399999999999999,-66.6963196687806317,-38.9788891813061866,-27.7174304874744450,1.6981939690014678,4.4070088837091301,0.0000000000000000,48.1203991492784553,2.9798785130511432,1.6981939690014678,2.8397108101219537,1.5672980735871764,946.2376681330082420,0.3536483652706011,946.2376194817419446,0.3536970165368984,2.9519258717245975,2.9519258717245975,1458.9371354769773461,0.1783875977466778,1458.9376096699199934,0.1779134048040305,1.5400673264266516,50.8647425337637173,-2.7443433844852620,50.8683960835082729,-2.7479969342298176,5.2043805287744647,3.9421303862037567,-0.9622518731526135,3.9418101153311960,-0.9619316022800528,1.3981680737236861,0.3000258952777817,-2.7149367759522560,0.0000000000000000,895.2907685432902554,2.7116244687608742,-51.3005479549885877,1.7184477798564330,986.6822354538281843,9.6007700898294388,NaN,NaN,0.6235167236462159,-47.2379692014512003,NaN,NaN,-53.1509705145372635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.5065725385736641,-6.1371996385848497,0.0000000000000000
